,title,author,publication,date,duration,claps,tags_cleaned
985,From Bubble to Bubble,sahil lavingia,No Publication,7-Feb-18,9,10700,"2016-election,san-francisco,utah,mormon,politics"
986,Apple News+ Is Damn Near Too Much of a Good Thing,lance ulanoff,onezero,4-Apr-19,8,1400,"apple,apple-news,consumer-tech,digital-life,the-upgrade"
987,The Scientific Cause of Sudden Toddler Meltdowns,elizabeth preston,forge,4-Apr-19,4,5500,"parenting,children,behavior,psychology,child-proof"
988,Did Teni the entertainer lie to us?,dr ola brown (orekunrin),No Publication,4-Apr-19,7,5900,"education,business,careers,development,economy"
989,Here are some app ideas you can build to level up your coding skills,florin pop,freecodecamp.org,4-Apr-19,17,15300,"programming,technology,learning-to-code,web-development,coding"
990,You Are Not Google,oz nova,bradfield,7-Jun-17,7,21000,"programming,software-development,big-data,database"
991,Is YA for Kids?,anastasia basil,human parts,2-Apr-19,9,4000,"education,parenting,books,kids,mind"
992,Your Network Determines Success More than You Realize,dave lu,the startup,1-Apr-19,13,3600,"entrepreneurship,startup,life,life-lessons,business"
993,Guilt by Adjacency,meghan daum,gen,3-Apr-19,9,5400,"politics,jordan-peterson,racism,youtube,meghan-daum"
994,What We Can Learn From the World's Centenarians,jenni gritters,elemental,26-Mar-19,5,3200,"lifestyle,daily-routine,blue-zones,longevity,the-health-diaries"
995,How I built my first React Native app for my first freelance client,charlie jeppsson,freecodecamp.org,2-Apr-19,34,5800,"react-native,ios,freelancing,mobile-app-development,technology"
996,How Health Apps Let Women Down,jayne williamson-lee,onezero,2-Apr-19,5,4300,"health,women,technology,apps,design"
997,How I Lost My Mother to Second-Wave Feminism,anna breslin,gen,25-Mar-19,6,11500,"feminism,equality,women,culture,family"
998,Confessions of an Oversaver,devon price,human parts,3-Apr-19,9,7100,"money,mental-health,psychology,personal-finance,mind"
999,Always Ask Why Five Times,pablo stanley,the design team,1-Apr-19,2,16300,"ux,design,productivity,startup,user-experience"
1000,No one should have to travel in fear,andreas gal,No Publication,2-Apr-19,3,5700,"civil-rights,aclu,government"
1001,36 Signs You Pulled this Presentation Together at the Last Minute,sarah cooper,the cooper review,26-Mar-18,3,8700,"presentations,meetings,procrastination,humor,satire"
1002,Which Deep Learning Framework is Growing Fastest?,jeff hale,towards data science,1-Apr-19,8,3200,"technology,deep-learning,machine-learning,artificial-intelligence,data-science"
1003,"Deadlines Are Killing Us, And Almost Everything Else I Know About Leadership","duncan riach, ph.d.",No Publication,1-Apr-19,22,2000,"leadership,narcissism,agile,management,startup"
1004,Is Software Eating the World?,james stanier,onezero,29-Mar-19,9,4700,"startup,technology,environment,business,industry"
1005,The Rise (and Rise) of the Imbecile,umair haque,eudaimonia and co,31-Mar-19,11,6200,"politics,new,life,leadership,culture"
1006,The #MeToo Story That Wasn't Me,stephanie carter,No Publication,1-Apr-19,4,4700,"women,metoo,speakingout"
1007,A Morning Routine Really Does Set You Up For Success — Here's A 6 Step Process To Create One,danny forest,No Publication,27-Feb-18,5,14000,"productivity,self-improvement,inspiration,life,life-lessons"
1008,Only Intrinsic Motivation Lasts,daniel vassallo,No Publication,10-Feb-19,5,7400,"motivation,technology,work,business,lifestyle"
1009,Strategies to Pull Yourself Out of a Bad Mood,cindy lamothe,forge,28-Mar-19,6,12200,"mindfulness,self,personal-development,advice,rethink"
1010,A Befuddled Adult's Guide to Playing With Little Kids,diane stopyra,forge,25-Mar-19,7,5700,"parenting,play,kids,advice,connect"
1011,How the World's Biggest Brewer Killed the Craft Beer Buzz,dave infante,marker,21-Mar-19,22,2500,"craft-beer,beer,anheuser-busch-inbev,brewery,business"
1012,Meet the People Coding Our World,emily j. smith,onezero,26-Mar-19,7,3400,"tech,coders,programmer,clive-thompson,industry"
1013,Trick Yourself Into Creating a Fresh Start,ashley abramson,forge,19-Mar-19,5,17000,"self,fresh-start,self-improvement,goals,rethink"
1014,How Neurofeedback Is Revolutionizing Stress Management,"erman misirlisoy, phd",onezero,26-Mar-19,6,5500,"neuroscience,neurofeedback,mental-health,science-and-medicine,anxiety"
1015,Why should I use a Reverse Proxy if Node.js is Production-Ready?,thomas hunter ii,intrinsic,28-Mar-19,9,5700,"nodejs,security,software-development,nginx,performance"
1016,A Smart Programmer Understands The Problems Worth Fixing,fagner brack,No Publication,28-Mar-19,6,4500,"programming,web-development,agile,javascript,software-development"
1017,What It's Like Using the Internet When You Have OCD,angela lashbrook,onezero,27-Mar-19,7,2000,"mental-health,internet,digital-life,science-and-medicine,microprocessing"
1018,11 JavaScript Tricks You Won't Find in Most Tutorials,bret cameron,No Publication,26-Mar-19,9,12500,"javascript,web-development,programming,coding,code"
1019,"TensorFlow is dead, long live TensorFlow!",cassie kozyrkov,hackernoon.com,28-Mar-19,8,17000,"machine-learning,artificial-intelligence,technology,tensorflow,hackernoon-top-story"
1020,We Still Have a Ton of Questions About Apple's 'Services' Pivot,lance ulanoff,onezero,26-Mar-19,6,1400,"apple,technology,news,industry,the-upgrade"
1021,Your Productivity Hinges on How You Arrange Your Desk,alli hoff kosik,forge,26-Mar-19,4,8000,"productivity,organization,work,succeed,remote-work"
1022,"Google's translation headphones are here, and they're going to start a war",the guardian,the guardian,10-Oct-17,4,3700,"translation,language,technology,tech,google"
1023,My Quest to Understand What Caused My Children's Birth Defects,amy roost,human parts,28-Mar-19,19,11300,"health,parenting,politics,heart,family"
1024,Did You Know Pandas Can Do So Much?,farhad malik,fintechexplained,17-Mar-19,14,2100,"data-science,fintech,python,machine-learning,technology"
1025,Generating More of My Favorite Aphex Twin Track,alex bainter,No Publication,6-Nov-18,12,3200,"music,software-development,programming,generative-art,javascript"
1026,“GANs” vs “ODEs”: the end of mathematical modeling?,alexandr honchar,towards data science,26-Mar-19,7,1990,"machine-learning,deep-learning,research,programming,mathematics"
1027,I Made the Pizza Cinnamon Rolls from Mario Batali's Sexual Misconduct Apology Letter,geraldine deruiter,No Publication,11-Jan-18,7,58000,"essays,feminism,sexism"
1028,The Actual Difference Between Statistics and Machine Learning,"matthew stewart, phd researcher",towards data science,25-Mar-19,15,3600,"machine-learning,data-science,towards-data-science,statistics,tds-narrated"
1029,"Q&A: Instagram's New Head of Product, Vishal Shah",alex heath,cheddar,22-Mar-19,23,2300,"social-media,technology,business,interview,facebook"
1030,Signs They're Attracted To You,kris gage,No Publication,25-Mar-19,15,8900,"relationships,love,dating,attraction,sex"
1031,The 50/50 Rule (How to Retain And Remember 90% of Everything You Learn),thomas oppong,personal growth,4-Mar-19,5,26000,"learning,personal-growth,self-improvement,productivity,education"
1032,I Built A Bot To Apply To Thousands Of Jobs At Once–Here's What I Learned,fast company,fast company,13-Sep-17,8,6600,"job-hunting,resume,communication,work"
1033,20 Things Every 20-Something Should Do to Start Adulting Like a Pro,matthew kent,the post-grad survival guide,27-Feb-19,12,15000,"productivity,life,life-lessons,personal-development,self-improvement"
1034,On Being a Fat Person With Anorexia,zoey jordan salsbury,human parts,23-Mar-19,12,5200,"body-image,body-positive,mental-health,health,body"
1035,Why Startups Fall Apart at 50 Employees,joe procopio,marker,19-Mar-19,7,8700,"startup,entrepreneurship,business,leadership,productivity"
1036,Meet the 'Hillbilly Lawyer' Fighting to Take Down Big Pharma,jessica wapner,onezero,21-Mar-19,23,5600,"drugs,opioid-epidemic,big-pharma,science-and-medicine,industry"
1037,Apple's New iPad Mini Is a Powerful Throwback,lance ulanoff,onezero,21-Mar-19,7,1500,"apple,consumer-tech,ipad-mini,hardware,design"
1038,Things nobody ever taught me about CSS.,charlie gerard,No Publication,21-Mar-19,6,10600,"css,front-end-development,web-development,web-performance"
1039,Facebook Isn't Going After Bitcoin. It's Going After the Dollar,ted livingston,No Publication,21-Mar-19,6,4800,"crypto,tech,facebook,blockchain,cryptocurrency"
1040,The Calorie Myth,matthew macdonald,elemental,21-Mar-19,8,15100,"health,diet,food,food-science,trends"
1041,#MeToo and the Myth of Millennial Fragility,emily j. smith,human parts,19-Mar-19,12,6300,"women,equality,sexuality,millennials,hands"
1042,Google Just Showed Us the Future of Gaming,eric ravenscraft,onezero,20-Mar-19,5,3700,"google,stadia,industry,cloud-gaming,consumer-tech"
1043,Reclaim Your Focus by Letting Your Mind Wander,k. albasi,No Publication,20-Mar-19,10,6000,"productivity,mental-health,creativity,psychology,neuroscience"
1044,From Sit-ins to Soul Food,lisa rab,heated,19-Mar-19,9,1500,"race,food,equality,restaurant,social-justice"
1045,We Already Know the Best Diet for Humans,dr. david l. katz,heated,19-Mar-19,5,13000,"health,food"
1046,What I Eat,mark bittman,heated,19-Mar-19,5,4100,"food,cooking,what-i-eat"
1047,How to Stay Productive When You Hate Your Job,rebecca fishbein,forge,14-Mar-19,6,5600,"productivity,work,jobs,succeed"
1048,"When You Attempt to Force an Outcome, the Universe Will Resist",brianna wiest,forge,17-Mar-19,5,41000,"self-improvement,self,productivity,life,work"
1049,The Real College Admissions Problem: White Mediocrity,ciarra jones,No Publication,13-Mar-19,4,11300,"racism,yale-university,black-excellence,education,college-admissions"
1050,I Had A Threesome And It Was Awkward AF,shannon ashley,awkwardly honest,14-Mar-19,10,99600,"sex,culture,dating,motherhood,life-lessons"
1051,"8 useful CSS tricks: Parallax images, sticky footers and more",bret cameron,No Publication,1-Mar-19,7,5800,"css,web-development,web-design,programming,coding"
1052,Leadership Essentials: Six Key Habits to Living and Leading at Your Best,kendra kinnison,better humans,13-Mar-19,27,7300,"leadership,productivity,self-improvement,startup,business"
1053,Technical Skills Are Overrated. Focus on Your Attitude.,dave anderson,No Publication,12-Mar-19,4,11500,"hiring,careers,leadership,interview,work"
1054,The Smartest Questions to Ask Your Doctor,rae nudson,elemental,6-Mar-19,6,2900,"healthcare,health,doctors,medicine,patients"
1055,Gush: The Comprehensive Guide to Female Squirting,joe duncan,moments of passion,9-Mar-19,10,3600,"sex,psychology,sexuality,science,women"
1056,The Relentless Misery of Working Inside an Amazon Warehouse,cameron brady-turner,onezero,11-Mar-19,17,13600,"amazon,gig-economy,labour,workplace,industry"
1057,Peak California,byrne hobart,No Publication,8-Mar-19,13,3200,"startup,california,economics,pensions"
1058,The Best Strategies to Boost Your Willpower,magdalena puniewska,forge,7-Mar-19,6,5100,"productivity,willpower,self-improvement,motivation,self-control"
1059,Ctrl-Alt-Delete: The Planned Obsolescence of Old Coders,a. jesse jiryu davis,onezero,8-Mar-19,7,21000,"engineering,careers,stem,tech,digital-life"
1060,Here's how we can break up Big Tech,team warren,No Publication,8-Mar-19,7,16600,"tech,elizabeth-warren,facebook,amazon,google"
1061,How I Became Addicted to an On-Demand Gig,steve cordrey,onezero,7-Mar-19,8,3100,"gig-economy,technology,on-demand,work,industry"
1062,How to earn your Macroeconomics and Finance white belt (as a software developer),federico carrone,this is not a monad tutorial,8-Mar-19,9,1700,finance
1063,Unit Testing React Components,eric elliott,javascript scene,8-Mar-19,12,4500,"javascript,technology,software-development,programming,tdd"
1064,The Value of Inconvenient Design,jesse weaver,re: write,5-Mar-19,8,14100,"design,technology,ux,future,business"
1065,The Sharing Economy Was Always a Scam,susie cagle,onezero,7-Mar-19,14,11300,"sharing-economy,gig-economy,economy,business,industry"
1066,Browser Tabs Are Ruining Your Brain,angela lashbrook,onezero,6-Mar-19,8,3800,"productivity,browser-tabs,tools,digital-life,microprocessing"
1067,How to Quit Your Job in 837 Easy Steps,jessica powell,onezero,6-Mar-19,9,15200,"entrepreneurship,jobs,quitting,work,digital-life"
1068,What Happened When I Ate 25 Grams of Fiber Every Day,piper steele,elemental,7-Mar-19,5,8100,"health,nutrition,fiber,diet,food"
1069,Why I Deleted All My Social Media Accounts,felicia c. sullivan,human parts,6-Mar-19,7,35000,"mental-health,psychology,social-media,digital-life,internet-time-machine"
1070,How Air Purifiers Became the Newest Wellness Craze,ej dickson,onezero,4-Mar-19,9,1970,"health,air-purifiers,wellness,pollution,consumer-tech"
1071,The Party Drug That Could Help Stop Depression,dana g smith,onezero,6-Mar-19,5,2800,"depression,treatment,antidepressants,fda,science-and-medicine"
1072,JavaScript Symbols: But Why?,thomas hunter ii,intrinsic,5-Mar-19,9,4200,"javascript,nodejs,security"
1073,I Cured My Social Media Addiction by Reading Books,simon doherty,forge,1-Mar-19,5,28000,"social-media,reading,books,phone-addiction,facebook"
1074,The Mental Trap That Makes You Overreact to Setbacks,"melody wilding, lmsw",forge,1-Mar-19,4,15900,"psychology,dichotomous-thinking,self,binary-thinking,advice"
1075,Train Yourself to Be Less Naive,kate morgan,forge,20-Feb-19,6,5900,"deception,skepticism,trust,psychology,doubt"
1076,What I Wish I Knew Before I Learned to Code,keri savoca,coding,13-Feb-19,7,6400,"programming,technology,coding,web-development,software-development"
1077,10 Git Commands You Should Know,jeff hale,towards data science,28-Feb-19,6,6600,"git,github,towards-data-science,software-development,programming"
1078,It's Okay to Put Your Phone Down,steven hopper,onezero,27-Feb-19,7,7200,"social-media,addiction,phone,mindfulness,digital-life"
1079,A Guide to Using Sauna to Increase Your Health and Longevity,john fawkes,better humans,1-Mar-19,13,1700,"health,longevity,fitness,sauna,self-improvement"
1080,The Complete Guide to ES10 Features,javascript teacher,No Publication,20-Feb-19,11,5200,"javascript,web-development,programming,coding,software-development"
